Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
Action Jane,https://www.trailjournals.com//journal/entry/536485,Not ready.,,View Entry,"Jun 03, Fri",0
Action Jane,https://www.trailjournals.com//journal/entry/536526,Not ready.,,View Entry,"Jun 04, Sat",0
Action Jane,https://www.trailjournals.com//journal/entry/536733,Still not ready.,,View Entry,"Jun 05, Sun",0
Action Jane,https://www.trailjournals.com//journal/entry/537150,Packed and ready for travel day tomorrow.,,View Entry,"Jun 06, Mon",0
