Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
Fletch,https://www.trailjournals.com//journal/entry/553321,Looking forward to this challenge!I have My mind fixed on Mt Katahdin and then I'llfly back to Florida! Taking one step at a time!!!,"Springer Mtn
",AT,"Mar 11, Sat",0
Fletch,https://www.trailjournals.com//journal/entry/553323,,"Springer Mtn
",Mount Katahdin,"Mar 11, Sat",0
Fletch,https://www.trailjournals.com//journal/entry/553330,,"Mount Katahdin
",View Entry,"Mar 11, Sat",0
