Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
The Gipper,https://www.trailjournals.com//journal/entry/552506,Today I joined trailjournal.com. Its getting closer to my start date. Excited,,View Entry,"Dec 18, Sun",0
The Gipper,https://www.trailjournals.com//journal/entry/552534,Working more in getting my gear together. The real main concern is weight! I'm trying to staying between 30 to 35 pounds.,,View Entry,"Dec 19, Mon",0
The Gipper,https://www.trailjournals.com//journal/entry/552535,"Loading up food boxes for Amanda to mail to different Post Offices, Motels and Hostels along the way, called Mail Drops for resupply.",,View Entry,"Dec 20, Tue",0
The Gipper,https://www.trailjournals.com//journal/entry/553895,Getting closer to my date of 03/15/17. Have most of my drop boxes packed and ready to be shipped out. I am now counting down the days. The excitement is so real. The last time I had this was in the Army.,,View Entry,"Jan 28, Sat",0
