Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
Doc Miller,https://www.trailjournals.com//journal/entry/554265,Getting close!!,,"Katahdin, Baxter Peak","Feb 06, Mon",0
Doc Miller,https://www.trailjournals.com//journal/entry/554282,Just over 4 weeks till start.,,View Entry,"Feb 07, Tue",0
Doc Miller,https://www.trailjournals.com//journal/entry/554382,"Well if all has gone well, then this should be the third post and the beginning of the journal. If not, well I will try again.",,View Entry,"Feb 09, Thu",0
Doc Miller,https://www.trailjournals.com//journal/entry/555952,Test. Attempting to add entry from phone.,,View Entry,"Feb 10, Fri",0
