Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
uffdah,https://www.trailjournals.com//journal/entry/553485,"starting my hike @ febr 25h, 2017 or so.","springer mt, ga
",Maine!,"Jan 19, Thu",0
uffdah,https://www.trailjournals.com//journal/entry/553486,"am overpacking, overpreparing, overtraining. need to meditate and calm before heading out on AT.","Maine!
",maine!,"Jan 20, Fri",0
uffdah,https://www.trailjournals.com//journal/entry/553487,all will be well.,"maine!
",mAINE!,"Jan 21, Sat",0
