Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
NedtheFed,https://www.trailjournals.com//journal/entry/624739,Looking for 2009 AT Trail Kickers to consider another thru-hike. I will pay for trail costs.NedtheFed,,View Entry,"Nov 09, Sat",0
NedtheFed,https://www.trailjournals.com//journal/entry/624740,"I have hiked many trails since the AT, the AT has once again brought me back to Georgia.",,View Entry,"Nov 09, Sat",0
NedtheFed,https://www.trailjournals.com//journal/entry/624741,The premiere hiking trail of the US is once again at my doorstep.,,View Entry,"Nov 09, Sat",0
