Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
Generosity,https://www.trailjournals.com//journal/entry/660153,Working out. Walking. Reviewing supplies. Check. Check. Check,,View Entry,"Feb 15, Wed",0
Generosity,https://www.trailjournals.com//journal/entry/660154,"Contacted Gipcgirl and getting details on our hookup at the first shelter. Steve willing to walk in with me and bring Trail Magic for both of us-sushi.  He doesn't believe in angels, but I do.  Still walking, this time loaded.",,View Entry,"Feb 15, Wed",0
Generosity,https://www.trailjournals.com//journal/entry/660155,"Sleeping out in the cold trying to figure out the best options for coverage at low carry weight.  Now have my sleeping bag over my hammock and a mat inside.  Feels better but still coming into the house at 1AM to slip under the covers. And, trying to figure out the Trail Journal on the iphone.  4th try with repeating data entry.  Better now than later.",,View Entry,"Feb 15, Wed",0
