Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
Webbear,https://www.trailjournals.com//journal/entry/399024,"""Twenty years from now, you will be more disppointed for the things you didn't do than by the ones you did do. So throw off the bowlines, sail away from the safe harbor, catch the tradewinds in your sails, explore, dream, discover."" ~ Mark Twain",,Another Quote to ponder,"Jan 30, Wed",0
Webbear,https://www.trailjournals.com//journal/entry/399775,"It is only 1124 days till my journey starts. Hurry up and get here. Good luck to all the Class of 2013, my prayers are with each and every one of you!!!",,Time is a ticking,"Feb 13, Wed",0
Webbear,https://www.trailjournals.com//journal/entry/401280,"""Courage is not the absence of fear, but rather the judgment that something else is more important than fear."" ~ Ambrose Redmoon",,Another Quote to ponder,"Mar 06, Wed",0
Webbear,https://www.trailjournals.com//journal/entry/451849,"""By thought, the thing you want is brought to you. By action, you
receive it.""
~~ Wallace D. Wattles",,Another Quote to ponder,"Mar 07, Thu",0
Webbear,https://www.trailjournals.com//journal/entry/456107,Believe that you can and you’re halfway there.                         ~~ Theodore Roosevelt,,another pondering,"May 16, Fri",0
Webbear,https://www.trailjournals.com//journal/entry/459596,“Too many of us are not living our dreams because weare living our fears.” ~Les Brown,,Another quote to ponder,"Jun 03, Tue",0
Webbear,https://www.trailjournals.com//journal/entry/466492,"""Forgiveness does not change the past, but it does enlarge the future.""       ~ Paul Boese",,Wisdom to ponder,"Jun 04, Wed",0
Webbear,https://www.trailjournals.com//journal/entry/467974,"""Far better is it to dare mighty things, to win glorious triumphs, even though checkered by failure... than to rank with those poor spirits who neither enjoy nor suffer much, because they live in a gray twilight that knows not victory nor defeat."" ~Theodore Roosevelt 
Quote taken from Left Turn’s Appalachian Trail Journal, Saturday, July 26, 2014. Thanks",,More Thoughts to Ponder,"Jul 28, Mon",0
Webbear,https://www.trailjournals.com//journal/entry/517454,It is not the trail we conquer but ourselves!~adapted from Edmund Hillary,,another pondering,"Mar 15, Sun",0
Webbear,https://www.trailjournals.com//journal/entry/483915,Go confidently in the direction of your dreams. Live the life you have imagined.~Henry David Thoreau,,More Thoughts to Ponder,"Mar 16, Mon",0
Webbear,https://www.trailjournals.com//journal/entry/484805,"Due to the economy and employment constraints, my dream shall wait till 2017.So, now my start date will be March 18, 2017. The day's can not pass quick enough for me.",,Another delay to the trail,"Mar 23, Mon",0
Webbear,https://www.trailjournals.com//journal/entry/533647,"""The very basic core of a man's living spirit is his passion for ADVENTURE."" ~~ Christopher McCandless",,Another pondering,"May 17, Tue",0
Webbear,https://www.trailjournals.com//journal/entry/553782,"Retirement is almost here, but my dream needs to be pushed back once again.With all the graduations and wedding celebrations I need to attend, my NOBOwill have to wait one more year. I will continue to read about all of the class of 2017 thru-hikers and pray for them to have the best of times. Time shall pass and my time will come to meander down the great Appalachian Trail. As of this posting I have 399 days and counting down!",,View Entry,"May 18, Wed",0
Webbear,https://www.trailjournals.com//journal/entry/583667,"Once again, prior to my start, life deal me another setback.Daily activities and family obligation strikes again.  My dream of this hike is not crushed... it is just delayed a few years.My day shall come and hike your own hike class of 2018.",,View Entry,"Mar 06, Tue",0
